,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
2275,The Death and Life of Marsha P. Johnson,0,2017,11,0.4468085106382979,0.7037037037037037,0.0012679193910107337
2276,Super Drags,1,2018,7,0.10638297872340426,0.4814814814814815,0.0007406483229826261
2277,Monster High: Electrified,0,2017,2,0.30638297872340425,0.49382716049382713,0.00013005431861897303
2278,Mersal,0,2017,11,0.7191489361702128,0.8148148148148148,0.014357996775534624
2279,Chosen,1,2018,5,0.2978723404255319,0.45679012345679015,5.3785175835643085e-05
2280,Fred Armisen: Standup for Drummers,0,2018,11,0.2765957446808511,0.5308641975308642,0.0005603357253041177
2281,Perdida,0,2018,4,0.43829787234042555,0.5061728395061728,0.0020627937519260165
2282,Sarkar,0,2018,11,0.6978723404255319,0.6790123456790124,0.008133023965704457
2283,Bad Guys: Vile City,1,2017,11,0.2723404255319149,0.5555555555555556,1.058069032832323e-05
2284,The Yard,1,2018,7,0.4595744680851064,0.7037037037037037,0.0007053793552215486
2285,CamarÃ³n: The Film,0,2018,11,0.44255319148936173,0.7407407407407407,0.00013137690491001343
2286,S.W.A.T.: Under Siege,0,2017,4,0.37872340425531914,0.37037037037037035,0.0015513937193903935
2287,High Society,0,2018,11,0.5063829787234042,0.49382716049382713,0.0004316039929761851
2288,Generation Iron 3,0,2018,11,0.3191489361702128,0.5802469135802469,0.0014671890588608212
2289,Kakegurui,1,2018,7,0.1276595744680851,0.654320987654321,0.0004236684752299426
2290,Last Hope,1,2018,5,0.1021276595744681,0.5308641975308642,0.00018604380493968345
2291,The Platform,1,2018,5,0.19148936170212766,0.5802469135802469,8.817241940269359e-07
2292,Whose Streets?,0,2017,4,0.3829787234042553,0.49382716049382713,0.0005872283132219392
2293,One of Us,0,2017,11,0.4042553191489362,0.6790123456790124,0.0028554638023562317
2294,The Rachel Divide,0,2018,11,0.44255319148936173,0.5925925925925926,0.001105241277212764
2295,My Masterpiece,0,2018,11,0.425531914893617,0.691358024691358,0.002613871373192851
2296,Brian Regan: Nunchucks and Flamethrowers,0,2017,11,0.25957446808510637,0.5925925925925926,0.00029714105338707737
2297,Busted!,1,2018,5,0.3191489361702128,0.7530864197530864,0.0003936898526330268
2298,Alex Strangelove,0,2018,4,0.42127659574468085,0.5925925925925926,0.007626914278332995
2299,Lowriders,0,2017,3,0.42127659574468085,0.5061728395061728,0.0011083273118918584
2300,3Below: Tales of Arcadia,1,2018,10,0.09361702127659574,0.7654320987654322,0.002610785338513757
2301,Chris Rock: Tamborine,0,2018,11,0.2723404255319149,0.6296296296296295,0.00300271174275873
2302,Familiar Wife,1,2018,7,0.25957446808510637,0.7530864197530864,0.00041088347441655207
2303,Ultimate Beastmaster,1,2017,8,0.25106382978723407,0.7160493827160493,0.0010377893763697035
2304,Your Son,0,2018,11,0.43829787234042555,0.5679012345679012,0.0020733744422543397
2305,Justice,0,2017,4,0.39148936170212767,0.308641975308642,0.0005303571027072019
2306,The World's Most Extraordinary Homes,1,2017,6,0.2297872340425532,0.7530864197530864,0.0014879095774204543
2307,NY Prison Break: The Seduction of Joyce Mitchell,0,2017,11,0.3574468085106383,0.5061728395061728,0.0001397532847532693
2308,Tom Segura: Disgraceful,0,2018,3,0.3148936170212766,0.7407407407407407,0.0016267811379796966
2309,It's for Your Own Good,0,2017,11,0.39574468085106385,0.49382716049382713,0.0010047247190936933
2310,Sierra Burgess Is a Loser,0,2018,3,0.4468085106382979,0.5308641975308642,0.01689119038497401
2311,Fate/Extra Last Encore,1,2018,11,0.10638297872340426,0.4814814814814815,0.0003381412284093299
2312,Battle,0,2018,4,0.4042553191489362,0.54320987654321,0.0018225239090536762
2313,The Seven Deadly Sins: Prisoners of the Sky,0,2018,3,0.42127659574468085,0.691358024691358,0.002047363578530545
2314,Christmas Inheritance,0,2017,11,0.4468085106382979,0.5185185185185185,0.005152796189893413
2315,Jo Koy: Live from Seattle,0,2017,11,0.2680851063829787,0.691358024691358,0.0005806153817667372
2316,Live,1,2018,11,0.19574468085106383,0.8395061728395062,0.0005303571027072019
2317,My Secret Romance,1,2017,5,0.22127659574468087,0.7037037037037037,0.0013679950870327908
2318,Okko's Inn,0,2018,2,0.4,0.6790123456790124,0.0007926700504302153
2319,The Comedy Lineup,1,2018,7,0.07659574468085106,0.54320987654321,0.00019926966785008748
2320,Christmas in the Heartland,0,2017,11,0.3829787234042553,0.54320987654321,0.0006211746946919763
2321,How to Be Really Bad,0,2018,11,0.425531914893617,0.5802469135802469,0.0004721633059014241
2322,FIGHTWORLD,1,2018,7,0.17872340425531916,0.7530864197530864,0.0003531305397077878
2323,A Christmas Prince,0,2017,2,0.39148936170212767,0.5185185185185185,0.008575208649008965
2324,Prison Playbook,1,2017,11,0.3872340425531915,0.8641975308641975,0.0013468337063761444
2325,First Team: Juventus,1,2018,6,0.15319148936170213,0.7160493827160493,0.00090641247145969
2326,The Stolen,0,2017,11,0.41702127659574467,0.4691358024691358,0.000584142278542845
2327,Father of the Year,0,2018,11,0.4,0.45679012345679015,0.004971161005923865
2328,The Final Table,1,2018,8,0.18297872340425533,0.7530864197530864,0.0017563945945016561
2329,Killing Hasselhoff,0,2017,4,0.33617021276595743,0.3580246913580247,0.00116828455708569
2330,Pottersville,0,2017,11,0.3617021276595745,0.4814814814814815,0.002058385130955882
2331,Thi Mai,0,2018,0,0.425531914893617,0.5555555555555556,0.0011017143804366563
2332,Switched,1,2018,7,0.16595744680851063,0.691358024691358,0.0006158843495278146
2333,Paradise Lost,0,2018,11,0.46808510638297873,0.6666666666666667,0.00029493674290201
2334,Derren Brown: Sacrifice,0,2018,11,0.20851063829787234,0.691358024691358,0.0007851753947809864
2335,YucatÃ¡n,0,2018,2,0.548936170212766,0.49382716049382713,0.0009081759198477439
2336,A Twelve-Year Night,0,2018,11,0.5191489361702127,0.7407407407407407,0.004325298033799134
2337,Happy Anniversary,0,2018,11,0.33191489361702126,0.5185185185185185,0.0018577928768147537
2338,Maria Bamford: Old Baby,0,2017,11,0.2723404255319149,0.5679012345679012,0.0004144103711926598
2339,Trump: An American Dream,1,2017,5,0.23404255319148937,0.7037037037037037,0.0017625666638598446
2340,Undercover Law,1,2018,11,0.24255319148936172,0.7037037037037037,9.214017827581479e-05
2341,Rock my Heart,0,2017,11,0.4468085106382979,0.6172839506172839,0.0004316039929761851
2342,Apaches,1,2018,7,0.2851063829787234,0.6790123456790124,0.00012696828393987875
2343,Marlon,1,2017,8,0.08936170212765958,0.6790123456790124,0.0017859323550015584
2344,My Sassy Girl,1,2017,5,0.17446808510638298,0.6666666666666667,0.00024511932593948815
2345,Wild District,1,2018,7,0.19148936170212766,0.8271604938271603,0.0008345519496464947
2346,Us and Them,0,2018,11,0.5106382978723404,0.7283950617283951,0.0017727064920911545
2347,Million Yen Women,1,2017,11,0.1276595744680851,0.7530864197530864,0.0007887022915570941
2348,My ID is Gangnam Beauty,1,2018,7,0.2680851063829787,0.7283950617283951,0.0016616092436437604
2349,Champions,1,2018,8,0.08936170212765958,0.5679012345679012,0.0016448564839572487
2350,Manhunt,0,2017,11,0.451063829787234,0.45679012345679015,0.0014129630209281645
2351,100 Days My Prince,1,2018,5,0.3191489361702128,0.7777777777777778,0.0008521864335270335
2352,The B-Side: Elsa Dorfman's Portrait Photography,0,2017,4,0.32340425531914896,0.6419753086419754,0.0003253562275959393
2353,A Very Country Christmas,0,2017,0,0.35319148936170214,0.5555555555555556,0.0007128740108707775
2354,Greg Davies: You Magnificent Beast,0,2018,11,0.28085106382978725,0.691358024691358,0.0010241226513622859
2355,Girls Incarcerated,1,2018,7,0.19148936170212766,0.7160493827160493,0.0004708407196103837
2356,When Angels Sleep,0,2018,11,0.4,0.49382716049382713,0.001593275618606673
2357,Brainchild,1,2018,10,0.10638297872340426,0.8148148148148148,0.00018075345977552182
2358,Bert Kreischer: Secret Time,0,2018,11,0.24255319148936172,0.7160493827160493,0.0010148645473250031
2359,The Who Was? Show,1,2018,11,0.10638297872340426,0.654320987654321,0.00026407639611106726
2360,Show Dogs,0,2018,2,0.3829787234042553,0.2962962962962963,0.002049127026918599
2361,Escape from Mr. Lemoncello's Library,0,2017,0,0.2936170212765957,0.4814814814814815,0.00019177501220085853
2362,Bhavesh Joshi Superhero,0,2018,11,0.6595744680851064,0.7654320987654322,0.0037834785165695817
2363,Cleo & Cuquin,1,2018,9,0.029787234042553193,0.8024691358024691,4.100017502225252e-05
2364,Amateur,0,2018,4,0.4085106382978724,0.54320987654321,0.001894825292963885
2365,Back Street Girls: Goku Dolls,1,2018,7,0.1021276595744681,0.6296296296296295,0.000357098298580909
2366,Fireworks,0,2017,3,0.3829787234042553,0.5061728395061728,0.001385188708816316
2367,Edgar Rice Burroughs' Tarzan and Jane,1,2017,10,0.08936170212765958,0.40740740740740733,0.000116828455708569
2368,Pachamama,0,2018,2,0.30638297872340425,0.654320987654321,0.00037164674778235345
2369,Empire Games,1,2018,11,0.20851063829787234,0.5308641975308642,0.00013269949120105383
2370,Lust Stories,0,2018,4,0.5106382978723404,0.6049382716049383,0.004726041679984376
2371,All I Wish,0,2018,0,0.4,0.45679012345679015,0.0006873040092439964
2372,Age of Tanks,1,2017,8,0.2297872340425532,0.7160493827160493,0.0003734101961704073
2373,The Clapper,0,2018,4,0.37872340425531914,0.4444444444444444,0.003271196759839932
2374,Chasing Coral,0,2017,11,0.39574468085106385,0.8148148148148148,0.002265149454455198
2375,Robot Trains,1,2017,10,0.05106382978723405,0.5555555555555556,3.615069195510437e-05
2376,My Dead Ex,1,2018,11,0.10638297872340426,0.7283950617283951,0.0002085277718873703
2377,Disconnect,0,2018,11,0.4553191489361702,0.4691358024691358,4.937655486550841e-05
2378,Crazy Delicious,1,2017,11,0.2170212765957447,0.9135802469135804,4.408620970134678e-06
2379,Becoming Champions,1,2018,6,0.19148936170212766,0.6419753086419754,0.00016929104525317167
2380,Inside the Criminal Mind,1,2018,7,0.2042553191489362,0.4814814814814815,0.00043248571717021203
2381,Live Up To Your Name,1,2017,7,0.2936170212765957,0.8024691358024691,0.0005374108962594174
2382,Take Your Pills,0,2018,11,0.3702127659574468,0.5925925925925926,0.0022232675552389188
2383,Raees,0,2017,4,0.6085106382978723,0.6419753086419754,0.0193229857121003
2384,Bad Seeds,0,2018,11,0.425531914893617,0.7160493827160493,0.0023815370480667537
2385,Animal World,0,2018,4,0.5319148936170213,0.6172839506172839,0.001923040467172747
2386,Fastest Car,1,2018,7,0.19148936170212766,0.691358024691358,0.0005814971059607642
2387,Seeking a Man,0,2017,11,0.425531914893617,0.5925925925925926,0.0002631946719170403
2388,Toilet: A Love Story,0,2017,11,0.6595744680851064,0.7037037037037037,0.009112619545268381
2389,Terrorism Close Calls,1,2018,11,0.2170212765957447,0.4444444444444444,0.00030110881226019857
2390,6 Balloons,0,2018,11,0.3191489361702128,0.54320987654321,0.001799599080008976
2391,#realityhigh,0,2017,11,0.42127659574468085,0.45679012345679015,0.0027677322450505516
2392,13 Reasons Why: Beyond the Reasons,1,2017,7,0.17872340425531916,0.5802469135802469,0.0001397532847532693
2393,Seth Rogen's Hilarity for Charity,0,2018,11,0.2978723404255319,0.4320987654320988,0.0010382302384667169
2394,Stree,0,2018,11,0.5446808510638298,0.7530864197530864,0.01446424454091487
2395,Wedding Unplanned,0,2017,11,0.4,0.5185185185185185,0.0007075836657066159
2396,Stay Here,1,2018,8,0.13617021276595745,0.7283950617283951,0.00048053968574468
2397,Kantaro: The Sweet Tooth Salaryman,1,2017,11,0.1276595744680851,0.7530864197530864,0.00034651760825258574
2398,SWORDGAI The Animation,1,2018,7,0.09361702127659574,0.5308641975308642,0.00039765761150614806
2399,Beyond Stranger Things,1,2017,5,0.08936170212765958,0.7283950617283951,0.0008279390181912927
2400,44 Cats,1,2018,10,0.06382978723404255,0.5679012345679012,0.00012255966296974407
2401,Close Enemies,0,2018,11,0.4723404255319149,0.6049382716049383,0.0011471231764290436
2402,The Tree of Blood,0,2018,11,0.5531914893617021,0.6049382716049383,0.0012912850821524475
2403,They'll Love Me When I'm Dead,0,2018,11,0.41702127659574467,0.7283950617283951,0.002181385656022639
2404,Nappily Ever After,0,2018,1,0.425531914893617,0.6049382716049383,0.004026834394121016
2405,Bomb Scared,0,2017,11,0.37872340425531914,0.5185185185185185,0.0012524892176152623
2406,Handsome: A Netflix Mystery Movie,0,2017,11,0.3446808510638298,0.45679012345679015,0.001966244952680067
2407,Dragon Pilot: Hisone and Masotan,1,2018,5,0.1021276595744681,0.6666666666666667,0.0002155815654395858
2408,Nailed It! Holiday!,1,2018,8,0.15319148936170213,0.7654320987654322,0.0004765719268715588
2409,Lommbock,0,2017,11,0.4340425531914894,0.6419753086419754,0.0016056197573230502
2410,Terrace House: Opening New Doors,1,2017,11,0.1702127659574468,0.7777777777777778,0.00041749640587175407
2411,Maktub,0,2017,3,0.425531914893617,0.7160493827160493,0.0012458762861600602
2412,Black Is Beltza,0,2018,11,0.37446808510638296,0.5308641975308642,0.00012652742184286528
2413,The Legend of Cocaine Island,0,2018,11,0.3702127659574468,0.5925925925925926,0.0014469094023982017
2414,Mom,0,2017,11,0.625531914893617,0.7037037037037037,0.004547492530693922
2415,ReBoot: The Guardian Code,1,2018,6,0.09787234042553192,0.28395061728395066,0.000521980722863946
2416,Half Girlfriend,0,2017,11,0.574468085106383,0.382716049382716,0.0031235079573404202
2417,Neo Yokio,1,2017,7,0.09787234042553192,0.54320987654321,0.0014786514733831713
2418,Black,1,2017,7,0.33191489361702126,0.8024691358024691,0.0016135552750692925
2419,The Motive,0,2017,11,0.44255319148936173,0.6172839506172839,0.002516440849752875
2420,Lady J,0,2018,11,0.46808510638297873,0.654320987654321,0.0014552857822414575
2421,Right Here Right Now,0,2018,11,0.37872340425531914,0.4814814814814815,0.00013490380168612115
2422,ShÃ©hÃ©razade,0,2018,11,0.451063829787234,0.6790123456790124,0.0009654879924594947
2423,Shepherds and Butchers,0,2017,4,0.451063829787234,0.654320987654321,0.0015231785451815317
2424,The Most Unknown,0,2018,11,0.39148936170212767,0.6296296296296295,0.0009090576440417708
2425,A Fortunate Man,0,2018,11,0.6893617021276596,0.7037037037037037,0.0026839684466179927
2426,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,0,2017,11,0.08936170212765958,0.54320987654321,0.0001935384605889124
2427,Out of Thin Air,0,2017,11,0.3617021276595745,0.5925925925925926,0.0009989935118325183
2428,"Ron White: If You Quit Listening, I'll Shut Up",0,2018,11,0.2680851063829787,0.6172839506172839,0.0003623886437450706
2429,Sir,0,2018,11,0.42127659574468085,0.7654320987654322,0.003036658124228767
2430,Secret Superstar,0,2017,11,0.6382978723404256,0.7901234567901235,0.010598765674300783
2431,Pope Francis: A Man of His Word,0,2018,2,0.4085106382978724,0.6049382716049383,0.0009853267868251009
2432,Demetri Martin: The Overthinker,0,2018,11,0.23829787234042554,0.7037037037037037,0.0007459386681467877
2433,Katt Williams: Great America,0,2018,11,0.2553191489361702,0.5802469135802469,0.00041220606070759247
2434,Sahara,0,2017,11,0.36595744680851067,0.49382716049382713,0.0012225105950183464
2435,Budapest,0,2018,4,0.4340425531914894,0.4814814814814815,0.0012732097361748953
2436,El Camino Christmas,0,2017,11,0.4127659574468085,0.5185185185185185,0.003753499893972666
2437,BuyBust,0,2018,11,0.5404255319148936,0.5308641975308642,0.0008239712593181715
2438,Patton Oswalt: Annihilation,0,2017,11,0.28085106382978725,0.7037037037037037,0.0010413162731458111
2439,Super Monsters,1,2017,9,0.05106382978723405,0.5925925925925926,0.00017899001138746795
2440,Ali's Wedding,0,2017,11,0.46808510638297873,0.6666666666666667,0.00218403082860472
2441,Amy Schumer: The Leather Special,0,2017,11,0.24255319148936172,0.1851851851851852,0.004297523721687286
2442,Aapla Manus,0,2018,11,0.5617021276595745,0.6790123456790124,0.00040427054296135007
2443,Bibi & Tina: Perfect Pandemonium,0,2017,11,0.46808510638297873,0.308641975308642,0.00019926966785008748
2444,Shot in the Dark,1,2017,7,0.14893617021276595,0.8024691358024691,0.0007781216012287709
2445,Retablo,0,2018,11,0.4042553191489362,0.7407407407407407,0.0007521107375049762
2446,The American Meme,0,2018,11,0.4042553191489362,0.654320987654321,0.007507440650042345
2447,Holy Goalie,0,2018,11,0.4042553191489362,0.4691358024691358,0.0007044976310275217
2448,Burn Out,0,2018,11,0.4553191489361702,0.5802469135802469,0.0016369209662110064
2449,The Tribe,0,2018,11,0.3829787234042553,0.5308641975308642,0.0011559404183693128
2450,Family Blood,0,2018,11,0.39148936170212767,0.33333333333333337,0.0012912850821524475
2451,Time: The Kalief Browder Story,1,2017,7,0.09361702127659574,0.8641975308641975,0.0011621124877275015
2452,Love and Fortune,1,2018,7,0.2936170212765957,0.7160493827160493,0.0002389472565812996
2453,Drug Lords,1,2018,7,0.19148936170212766,0.654320987654321,0.0005731207261175082
2454,Follow This,1,2018,7,0.07659574468085106,0.4197530864197532,0.0003108077783944949
2455,Paprika,1,2018,9,0.055319148936170216,0.7407407407407407,9.258104037282826e-06
2456,Victim Number 8,1,2018,11,0.1276595744680851,0.6790123456790124,0.0008768747109597876
2457,The Rise of Phoenixes,1,2018,5,0.19148936170212766,0.851851851851852,0.0006489490068038248
2458,Break,0,2018,11,0.3872340425531915,0.5308641975308642,0.00050214192849834
2459,Derren Brown: The Push,0,2018,11,0.2936170212765957,0.7407407407407407,0.0016012111363529155
2460,Unrequited Love,1,2017,11,0.16595744680851063,0.6419753086419754,2.2043104850673396e-06
2461,First Match,0,2018,11,0.4340425531914894,0.6049382716049383,0.0009862085110191278
2462,Point Blank,0,2017,1,0.36595744680851067,0.5185185185185185,0.006250983673553962
2463,The Warning,0,2018,11,0.39574468085106385,0.54320987654321,0.0027655279345654843
2464,The Princess Switch,0,2018,2,0.4297872340425532,0.5555555555555556,0.01218763267193732
2465,Sanju,0,2018,11,0.6851063829787234,0.7654320987654322,0.02302270043023732
2466,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,0,2018,11,0.09361702127659574,0.5061728395061728,0.00024071070496935347
2467,My Perfect Romance,0,2018,3,0.3872340425531915,0.382716049382716,0.001325672325719498
2468,The Drug King,0,2018,11,0.5914893617021276,0.5802469135802469,0.0013657907765477234
2469,Nigerian Prince,0,2018,11,0.44255319148936173,0.5308641975308642,0.00016664587267109087
2470,Sun Dogs,0,2017,11,0.39574468085106385,0.5802469135802469,0.0010047247190936933
2471,A Witches' Ball,0,2017,2,0.3829787234042553,0.45679012345679015,0.0001635598379919966
2472,Ittefaq,0,2017,2,0.4553191489361702,0.7037037037037037,0.005330022752892827
2473,The Chase,0,2017,11,0.46808510638297873,0.6296296296296295,0.0013014249103837573
2474,Eerie,0,2018,11,0.4297872340425532,0.382716049382716,0.0010104559263548684
2475,Al Hayba,1,2017,8,0.19148936170212766,0.7407407407407407,0.0005272710680281076
2476,Hymn of Death,1,2018,11,0.19148936170212766,0.7530864197530864,0.0004845074446178012
2477,Going for Gold,0,2018,0,0.37872340425531914,0.40740740740740733,0.00023453863561116492
2478,Judwaa 2,0,2017,11,0.6382978723404256,0.2592592592592593,0.004634342363805575
2479,The Milk System,0,2018,11,0.3829787234042553,0.6790123456790124,0.0002292482904470033
2480,The Degenerates,1,2018,11,0.11914893617021277,0.5802469135802469,0.00029140984612590227
2481,Motown Magic,1,2018,9,0.0723404255319149,0.7901234567901235,0.00012652742184286528
2482,Ronnie Coleman: The King,0,2018,11,0.39574468085106385,0.6790123456790124,0.001642211311375168
2483,Nobody Speak: Trials of the Free Press,0,2017,11,0.4042553191489362,0.6172839506172839,0.0018018033904940434
2484,Titipo Titipo,1,2018,9,0.07659574468085106,0.6296296296296295,6.172069358188551e-06
2485,Blood Pact,1,2018,11,0.2553191489361702,0.6419753086419754,5.9516383096818175e-05
2486,Bareilly Ki Barfi,0,2017,11,0.5234042553191489,0.7407407407407407,0.010142473403891843
2487,Lost Song,1,2018,5,0.1021276595744681,0.6790123456790124,0.00016311897589498312
2488,Rapture,1,2018,7,0.2553191489361702,0.4814814814814815,2.6451725820808077e-06
2489,Duck Duck Goose,0,2018,2,0.34893617021276596,0.5185185185185185,0.0016228133791065754
2490,Revenger,0,2018,1,0.4340425531914894,0.5185185185185185,0.0018723413260161982
2491,Larva Island,1,2018,10,0.03404255319148936,0.6296296296296295,0.0001811943218725353
2492,Little Boxes,0,2017,11,0.3574468085106383,0.54320987654321,0.0008667348827284779
2493,Zac & Mia,1,2017,5,0.0851063829787234,0.7777777777777778,0.00027201191385730966
2494,Move,1,2018,7,0.10638297872340426,0.7407407407407407,4.717224438044107e-05
2495,Jerry Before Seinfeld,0,2017,11,0.26382978723404255,0.6790123456790124,0.002485580502961932
2496,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",0,2017,11,0.2553191489361702,0.7283950617283951,0.0012621881837495586
2497,AMO,1,2018,7,0.1021276595744681,0.6296296296296295,0.0001785491492904545
2498,Mustang Island,0,2017,11,0.36595744680851067,0.5802469135802469,0.0002279257041559629
2499,The Laws of Thermodynamics,0,2018,11,0.425531914893617,0.5555555555555556,0.0011995857659736462
2500,Edge of Fear,0,2018,4,0.3872340425531915,0.37037037037037035,0.0013750488805850064
2501,Clean with Passion for Now,1,2018,7,0.2936170212765957,0.6790123456790124,0.0005471098623937137
2502,Nothing to Lose,0,2018,2,0.5531914893617021,0.0987654320987654,0.01014467771437691
2503,Daughters of Destiny,1,2017,11,0.0,0.8765432098765432,0.00039457157682705376
2504,Love Daily,1,2018,11,0.07659574468085106,0.5802469135802469,6.524759035799325e-05
2505,Uncertain Glory,0,2017,11,0.48936170212765956,0.5802469135802469,0.00041352864699863287
2506,Expedition Happiness,0,2017,0,0.4042553191489362,0.54320987654321,0.0019741804704263093
2507,Taramani,0,2017,11,0.6382978723404256,0.7407407407407407,0.0007053793552215486
2508,Step Sisters,0,2018,3,0.44255319148936173,0.4814814814814815,0.0019640406421949997
2509,Dovlatov,0,2018,3,0.5361702127659574,0.6049382716049383,0.0008680574690195183
2510,Hot Sweet Sour,0,2017,11,0.4340425531914894,0.5679012345679012,0.001077907827197929
2511,They've Gotta Have Us,1,2018,5,0.25106382978723407,0.7654320987654322,0.00012652742184286528
2512,SPF-18,0,2017,3,0.3191489361702128,0.20987654320987656,0.002255891350417915
2513,Samouni Road,0,2018,11,0.548936170212766,0.6419753086419754,6.833362503708753e-05
2514,My Birthday Song,0,2018,11,0.4042553191489362,0.5061728395061728,0.0001221188008727306
2515,ReMastered: Tricky Dick & The Man in Black,0,2018,11,0.24680851063829787,0.691358024691358,0.0006427769374456362
2516,Joe Rogan: Strange Times,0,2018,11,0.2680851063829787,0.7160493827160493,0.0018935027066728446
2517,Alaska Is a Drag,0,2017,11,0.35319148936170214,0.6172839506172839,0.00016796845896213127
2518,Rangoon,0,2017,11,0.7106382978723405,0.5185185185185185,0.002065438924508097
2519,A Christmas Prince: The Royal Wedding,0,2018,2,0.4297872340425532,0.4691358024691358,0.004696503919484474
2520,72 Dangerous Animals: Asia,1,2018,5,0.2,0.6296296296296295,0.00022572139367089557
2521,Prince of Peoria,1,2018,10,0.11063829787234043,0.5185185185185185,0.00020544173720827603
2522,Something Huge,0,2017,11,0.36595744680851067,0.3580246913580247,0.00020896863398438379
2523,Trevor Noah: Son of Patricia,0,2018,4,0.2680851063829787,0.7160493827160493,0.0017480182146584003
2524,Raising the Bar,0,2017,2,0.39574468085106385,0.49382716049382713,0.0006789276294007406
2525,Pup Star: Better 2Gether,0,2017,0,0.3829787234042553,0.3580246913580247,0.00010095742021608415
2526,Jab Harry Met Sejal,0,2017,2,0.6127659574468085,0.4320987654320988,0.009035909540388038
2527,Kuroko's Basketball the Movie: Last Game,0,2017,11,0.3829787234042553,0.7654320987654322,0.0010757035167128616
2528,Black Crows,1,2017,7,0.16595744680851063,0.4814814814814815,0.00012785000813390568
2529,Tottaa Pataaka Item Maal,0,2018,11,0.4553191489361702,0.7530864197530864,0.0035471764325703628
2530,Pihu,0,2018,0,0.3872340425531915,0.6419753086419754,0.0010607142054144037
2531,Isoken,0,2017,11,0.425531914893617,0.6296296296296295,0.00013269949120105383
2532,The Little Vampire 3D,0,2017,11,0.35319148936170214,0.4814814814814815,0.000741530047176653
2533,Armed to the Teeth,0,2018,11,0.4595744680851064,0.7901234567901235,0.0002773022590214713
2534,Spyder,0,2017,11,0.6170212765957447,0.5925925925925926,0.00450781494196271
2535,Saving Capitalism,0,2017,11,0.31063829787234043,0.654320987654321,0.0013895973297864508
2536,Yummy Mummies,1,2017,11,0.17446808510638298,0.308641975308642,0.00029449588080499657
2537,Carbone,0,2017,11,0.44255319148936173,0.6172839506172839,0.0011219940368992758
2538,Ali Wong: Hard Knock Wife,0,2018,11,0.2723404255319149,0.7160493827160493,0.002146557550358575
2539,The Last Shaman,0,2017,11,0.35319148936170214,0.6296296296296295,0.0008200035004450503
2540,Feminists: What Were They Thinking?,0,2018,11,0.36595744680851067,0.6666666666666667,0.0009659288545565081
2541,Dany Boon: Des Hauts-De-France,0,2018,11,0.3829787234042553,0.5802469135802469,3.791414034315824e-05
2542,QuiÃ©n te cantarÃ¡,0,2018,11,0.5319148936170213,0.6666666666666667,0.00125601611439137
2543,Ponysitters Club,1,2018,9,0.09787234042553192,0.5555555555555556,4.893569276849494e-05
2544,Ashes of Love,1,2018,5,0.18297872340425533,0.8641975308641975,0.0008244121214151849
2545,Barbra: The Music ... The Mem'ries ... The Magic!,0,2017,11,0.4595744680851064,0.7407407407407407,0.00019530190897696628
2546,72 Dangerous Animals: Latin America,1,2017,11,0.18297872340425533,0.6172839506172839,0.0002442376017454612
2547,Russell Brand: Re:Birth,0,2018,11,0.2680851063829787,0.6172839506172839,0.0005237441712519998
2548,Katherine Ryan: In Trouble,0,2017,11,0.2680851063829787,0.6790123456790124,0.0009522621295490907
2549,Vai Anitta,1,2018,7,0.1702127659574468,0.5061728395061728,0.00019530190897696628
2550,Dancing Queen,1,2018,11,0.17446808510638298,0.6666666666666667,0.0006987664237663466
2551,The 3rd Eye,0,2017,11,0.4553191489361702,0.4444444444444444,0.000603099348714424
2552,Small Crimes,0,2017,11,0.4042553191489362,0.5308641975308642,0.0035017676365779755
2553,Ee Nagaraniki Emaindi,0,2018,11,0.5106382978723404,0.7901234567901235,0.0012397042168018717
2554,Gun City,0,2018,11,0.5404255319148936,0.5925925925925926,0.0016814480380093666
2555,Accidentally In Love,1,2018,5,0.12340425531914893,0.7530864197530864,0.00048274399622974735
2556,Craig Ferguson: Tickle Fight,0,2017,11,0.28085106382978725,0.6296296296296295,0.00043645347604333323
2557,El club de los buenos infieles,0,2018,11,0.3829787234042553,0.49382716049382713,0.00028082915579757907
2558,The Joel McHale Show with Joel McHale,1,2018,7,0.12340425531914893,0.691358024691358,0.0010461657562129594
2559,The Day I Met El Chapo: The Kate del Castillo Story,1,2017,7,0.23404255319148937,0.654320987654321,0.0004708407196103837
2560,Deidra & Laney Rob a Train,0,2017,11,0.39148936170212767,0.5555555555555556,0.0008297024665793465
2561,Jagga Jasoos,0,2017,2,0.7659574468085106,0.6049382716049383,0.004446975972574851
2562,Candy Jar,0,2018,3,0.39148936170212767,0.5308641975308642,0.002180063069731599
2563,Christmas Wedding Planner,0,2017,2,0.36595744680851067,0.345679012345679,0.0026046132691555685
2564,Parmanu: The Story of Pokhran,0,2018,11,0.548936170212766,0.7530864197530864,0.010477528597622078
2565,F.R.E.D.I.,0,2018,11,0.37872340425531914,0.4197530864197532,0.00044306640749853523
2566,"Roxanne, Roxanne",0,2017,11,0.41702127659574467,0.5802469135802469,0.0013966511233386664
2567,Rip Tide,0,2017,11,0.3617021276595745,0.49382716049382713,0.0015059849233980064
2568,Jeff Dunham: Relative Disaster,0,2017,11,0.2978723404255319,0.6049382716049383,0.0005594540011100908
