,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
1588,Offline: Are You Ready for the Next Level?,0,2016,11,0.3872340425531915,0.4320987654320988,0.0003394638147003703
1589,A Touch of Green,1,2015,7,0.19574468085106383,0.851851851851852,0.00013622638797716158
1590,Olmo and the Seagull,0,2015,11,0.3829787234042553,0.7037037037037037,0.00029493674290201
1591,07:19,0,2016,11,0.4,0.54320987654321,0.00028171087999160596
1592,Born in Syria,0,2016,11,0.36595744680851067,0.7654320987654322,0.00012079621458169021
1593,Te3n,0,2016,3,0.5787234042553192,0.7160493827160493,0.005647884324839538
1594,Kulipari: An Army of Frogs,1,2016,11,0.1021276595744681,0.6666666666666667,0.00010977466215635351
1595,The Doll,0,2016,11,0.451063829787234,0.45679012345679015,0.000323151917110872
1596,Clair Obscur,0,2016,11,0.425531914893617,0.6172839506172839,0.0010444023078249054
1597,Pettson and Findus: The Best Christmas Ever,0,2016,11,0.34893617021276596,0.49382716049382713,0.0001534200097606868
1598,U Turn,0,2016,4,0.5106382978723404,0.7407407407407407,0.0014570492306295113
1599,28 Faces of the Moon,1,2016,5,0.07659574468085106,0.6049382716049383,8.817241940269358e-06
1600,I Love You,0,2016,11,0.41702127659574467,0.3950617283950617,0.0004311631308791716
1601,Ordinary People,0,2016,11,0.4553191489361702,0.7160493827160493,0.00021734501382763966
1602,Poshter Girl,0,2016,3,0.5957446808510638,0.6296296296296295,0.00014239845733535013
1603,The Creative Indians,1,2016,7,0.11914893617021277,0.8395061728395062,1.7634483880538717e-05
1604,Shaandaar,0,2015,3,0.6127659574468085,0.2592592592592593,0.0024719137779545147
1605,Kazoops!,1,2016,11,0.04680851063829787,0.7407407407407407,5.1580865350575746e-05
1606,Bottersnikes & Gumbles,1,2016,10,0.055319148936170216,0.4444444444444444,1.8516208074565655e-05
1607,Hawaizaada,0,2015,2,0.6680851063829787,0.5061728395061728,0.0008398422948106564
1608,Fangbone!,1,2016,8,0.09361702127659574,0.5802469135802469,0.00013534466378313463
1609,Very Big Shot,0,2015,4,0.4553191489361702,0.691358024691358,0.0006127983148487203
1610,Joe Rogan: Triggered,0,2016,11,0.2680851063829787,0.7283950617283951,0.0019583094349338243
1611,X: Past Is Present,0,2015,3,0.4468085106382979,0.4444444444444444,0.0003059582953273467
1612,David Cross: Making America Great Again,0,2016,11,0.3148936170212766,0.6049382716049383,0.0007238955632961143
1613,100 Meters,0,2016,11,0.4595744680851064,0.7407407407407407,0.0027165922417969894
1614,Iliza Shlesinger: Confirmed Kills,0,2016,11,0.32765957446808514,0.6296296296296295,0.001260865597458518
1615,Breaking the Bank,0,2016,11,0.451063829787234,0.40740740740740733,0.00040691571554343087
1616,Hannibal Buress: Comedy Camisado,0,2016,4,0.2851063829787234,0.6296296296296295,0.0006665834906843635
1617,Bangistan,0,2015,3,0.574468085106383,0.37037037037037035,0.0005590131390130773
1618,Lang Tong,0,2015,11,0.35319148936170214,0.40740740740740733,0.0001331403532980673
1619,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",0,2015,11,0.3148936170212766,0.6172839506172839,0.0004545288220208854
1620,Kiss of Life,0,2015,0,0.4340425531914894,0.54320987654321,0.0005479915865877406
1621,Chasing Cameron,1,2016,8,0.11914893617021277,0.28395061728395066,0.00021866760011868006
1622,S Storm,0,2016,3,0.3829787234042553,0.45679012345679015,0.0003050765711333198
1623,Theo Von: No Offense,0,2016,11,0.2765957446808511,0.5061728395061728,0.0003787005413345689
1624,Mike Epps: Don't Take It Personal,0,2015,11,0.2553191489361702,0.3580246913580247,0.00011859190409662287
1625,Husband Factor,0,2015,3,0.4595744680851064,0.5802469135802469,0.0022157728995896896
1626,Michael Che Matters,0,2016,11,0.2553191489361702,0.7037037037037037,0.0011378650723917606
1627,Spark,1,2016,5,0.055319148936170216,0.6790123456790124,2.292482904470033e-05
1628,Under the Black Moonlight,1,2016,5,0.0425531914893617,0.4320987654320988,2.2483966947686866e-05
1629,Aziz Ansari: Live at Madison Square Garden,0,2015,11,0.24680851063829787,0.6296296296296295,0.0014292749185176629
1630,Hibana: Spark,1,2016,11,0.225531914893617,0.7901234567901235,0.00034960364293168004
1631,Katti Batti,0,2015,11,0.5872340425531914,0.3950617283950617,0.0013807800878461816
1632,Patton Oswalt: Talking for Clapping,0,2016,11,0.2765957446808511,0.654320987654321,0.0008667348827284779
1633,Husband Factor: Resurrection,0,2016,2,0.4595744680851064,0.4814814814814815,0.00012873173232793263
1634,XV Beyond the Tryline,0,2016,11,0.3872340425531915,0.654320987654321,3.086034679094276e-05
1635,Close Your Eyes Before It's Dark,1,2016,5,0.3574468085106383,0.6790123456790124,9.390362666386866e-05
1636,Best Lover,1,2016,5,0.19148936170212766,0.654320987654321,3.0419484693929288e-05
1637,Luna Petunia,1,2016,9,0.1021276595744681,0.5802469135802469,2.33656911417138e-05
1638,"Dana Carvey: Straight White Male, 60",0,2016,11,0.2723404255319149,0.6049382716049383,0.0006515941793859056
1639,A Second Chance,0,2015,11,0.5531914893617021,0.8765432098765432,1.8516208074565655e-05
1640,Soul Thieves,0,2015,11,0.37446808510638296,0.4320987654320988,0.00011903276619363634
1641,Umrika,0,2015,11,0.41702127659574467,0.6296296296296295,0.0006427769374456362
1642,Wedding Association 2: Circumcision,0,2015,3,0.4553191489361702,0.6049382716049383,0.0045214816669701275
1643,The Miracle,1,2016,5,0.07659574468085106,0.5925925925925926,9.037672988776092e-05
1644,The Dream Job,1,2016,5,0.18723404255319148,0.5679012345679012,3.967758873121211e-06
1645,One in a Billion,0,2016,11,0.2936170212765957,0.6419753086419754,0.00023718380819324572
1646,Frank and Cindy,0,2015,11,0.4340425531914894,0.5679012345679012,0.0003747327824614477
1647,Vanished 46,1,2016,7,0.25957446808510637,0.851851851851852,0.0018798359816654272
1648,Niyazi GÃ¼l DÃ¶rtnala,0,2015,2,0.451063829787234,0.37037037037037035,0.001395328537047626
1649,Brent Morin: I'm Brent Morin,0,2015,11,0.2851063829787234,0.6172839506172839,0.00030110881226019857
1650,My Mother's Wound,0,2016,3,0.5106382978723404,0.7160493827160493,0.0015937164807036865
1651,Saawan,0,2016,11,0.3829787234042553,0.7283950617283951,0.00010316173070115149
1652,Beauty and the Bestie,0,2015,11,0.5063829787234042,0.40740740740740733,0.0001274091460368922
1653,The CEO,0,2016,3,0.4468085106382979,0.5185185185185185,5.114000325356228e-05
1654,Sam Kinison: The Scream Continues,0,2016,11,0.12340425531914893,0.5679012345679012,1.4989311298457908e-05
1655,Magic Cellphone,1,2016,8,0.055319148936170216,0.32098765432098764,7.053793552215486e-06
1656,Sila Samayangalil,0,2016,11,0.4297872340425532,0.49382716049382713,1.1021552425336697e-05
1657,Diamond Lover,1,2015,8,0.19148936170212766,0.6049382716049383,5.863465890279123e-05
1658,Ricardo O'Farrill: Abrazo Genial,0,2016,11,0.39148936170212767,0.49382716049382713,4.761310647745453e-05
1659,Brahman Naman,0,2016,11,0.4,0.49382716049382713,0.0008283798802883062
1660,Dedemin FiÅŸi,0,2016,2,0.425531914893617,0.49382716049382713,0.0015513937193903935
1661,My Stupid Boss,0,2016,11,0.451063829787234,0.7037037037037037,0.0006639383181022827
1662,Love O2O,0,2016,11,0.4468085106382979,0.6049382716049383,0.00043777606233437363
1663,Ojukokoro (Greed),0,2016,11,0.46808510638297873,0.6419753086419754,2.5129139529767673e-05
1664,Aerials,0,2016,11,0.3829787234042553,0.0,0.0001662050105740774
1665,Sons of the Caliphate,1,2015,5,0.16595744680851063,0.7283950617283951,1.1903276619363633e-05
1666,Cedric the Entertainer: Live from the Ville,0,2016,11,0.2553191489361702,0.5555555555555556,0.00029802277758110427
1667,The Blind Christ,0,2016,11,0.4042553191489362,0.5308641975308642,0.0001181510419996094
1668,Black,0,2015,11,0.3829787234042553,0.3580246913580247,3.0419484693929288e-05
1669,Souk Bazaar,0,2015,2,0.4127659574468085,0.45679012345679015,0.0008314659149674004
1670,Dharam Sankat Mein,0,2015,3,0.548936170212766,0.5925925925925926,0.0009840042005340604
1671,#Rucker50,0,2016,11,0.23829787234042554,0.45679012345679015,4.937655486550841e-05
1672,Barcelona: A Love Untold,0,2016,11,0.5617021276595745,0.6666666666666667,0.00032800140017802014
1673,Project Marathwada,0,2016,11,0.46808510638297873,0.6296296296296295,3.659155405211784e-05
1674,Gang of the Caribbean,0,2016,11,0.3829787234042553,0.4444444444444444,0.0001274091460368922
1675,Budhia Singh: Born to Run,0,2016,11,0.4765957446808511,0.7530864197530864,0.0006498307309978517
1676,Crazy Beautiful You,0,2015,11,0.48936170212765956,0.7037037037037037,0.0003628295058420841
1677,Kara Bela,0,2015,3,0.425531914893617,0.654320987654321,0.003930285594875067
1678,Road To High & Low,0,2016,11,0.4042553191489362,0.6419753086419754,7.582828068631648e-05
1679,Fartsa,1,2015,5,0.2553191489361702,0.6419753086419754,8.376379843255891e-05
1680,The Breakup Playlist,0,2015,11,0.4978723404255319,0.6172839506172839,0.00013137690491001343
1681,Singles Villa,1,2015,5,0.19148936170212766,0.7654320987654322,1.0139828231309762e-05
1682,Vince & Kath & James,0,2016,11,0.49361702127659574,0.6666666666666667,0.00016135552750692924
1683,Sommore: The Reign Continues,0,2015,4,0.39574468085106385,0.6666666666666667,3.1301208887956226e-05
1684,The Last Egg,0,2016,11,0.4042553191489362,0.40740740740740733,4.100017502225252e-05
1685,Ricardo O'Farrill: abrazo navideÃ±o,0,2016,11,0.13191489361702127,0.5185185185185185,2.733345001483501e-05
1686,You're My Boss,0,2015,11,0.49361702127659574,0.5925925925925926,0.00011771017990259594
1687,Everyday I Love You,0,2015,11,0.5191489361702127,0.691358024691358,0.0002142589791485454
1688,Triumph in the Skies,0,2015,11,0.425531914893617,0.345679012345679,0.00016003294121588884
1689,The Super Parental Guardians,0,2016,11,0.48936170212765956,0.37037037037037035,8.773155730568011e-05
1690,Gbomo Gbomo Express,0,2015,11,0.4127659574468085,0.4320987654320988,1.983879436560606e-05
1691,Chris D'Elia: Incorrigible,0,2015,4,0.35319148936170214,0.6049382716049383,0.0006745190084306059
1692,Virunga: Gorillas in Peril,0,2015,11,0.11914893617021277,0.6296296296296295,1.1903276619363633e-05
1693,Janoskians: Untold and Untrue,0,2015,11,0.37446808510638296,0.2716049382716049,6.833362503708753e-05
1694,Dieter Nuhr: Nuhr in Berlin,0,2016,11,0.2893617021276596,0.40740740740740733,2.733345001483501e-05
1695,Santa Banta Pvt Ltd,0,2016,11,0.4765957446808511,0.14814814814814817,0.0001221188008727306
1696,Tariqi: My Way,1,2015,5,0.17872340425531916,0.7037037037037037,6.0838969387858575e-05
1697,'76,0,2016,3,0.5021276595744681,0.5061728395061728,9.47853508578956e-05
1698,The Governor,1,2016,5,0.19148936170212766,0.7283950617283951,4.1881899216279455e-05
1699,Chhota Bheem in African Safari,0,2015,11,0.26382978723404255,0.6172839506172839,3.086034679094275e-06
1700,Grandmother's Farm Part 2,0,2015,11,0.3404255319148936,0.4691358024691358,2.380655323872727e-05
1701,Jandino: Whatever it Takes,0,2016,11,0.4,0.37037037037037035,1.1021552425336697e-05
1702,The Unmarried Wife,0,2016,11,0.5531914893617021,0.5308641975308642,8.067776375346463e-05
1703,The Love Affair,0,2015,11,0.5319148936170213,0.5802469135802469,0.00011065638635038045
1704,Back to 1989,1,2016,5,0.18723404255319148,0.8024691358024691,4.452707179836026e-05
1705,Snervous Tyler Oakley,0,2015,3,0.34893617021276596,0.4814814814814815,0.00020632346140230296
1706,Meet The in-Laws,0,2016,11,0.3191489361702128,0.5555555555555556,7.935517746242422e-06
1707,Oloibiri,0,2015,11,0.451063829787234,0.4444444444444444,7.847345326839728e-05
1708,A Chaster Marriage,0,2016,3,0.39574468085106385,0.4814814814814815,0.0003831091623047036
1709,Popples,1,2015,11,0.10638297872340426,0.5555555555555556,2.292482904470033e-05
1710,Hajwala: The Missing Engine,0,2016,4,0.4085106382978724,0.0740740740740741,0.00010801121376829963
1711,The Arbitration,0,2016,11,0.425531914893617,0.4444444444444444,5.114000325356228e-05
1712,Just the Way You Are,0,2015,11,0.4553191489361702,0.5925925925925926,0.00021910846221569354
1713,My Little Baby,1,2016,8,0.1574468085106383,0.6666666666666667,4.3204485507319855e-05
1714,Love Storm,1,2016,5,0.3702127659574468,0.49382716049382713,0.0001410758710443097
1715,The Third Party,0,2016,11,0.5021276595744681,0.5679012345679012,0.0001155058694175286
1716,Lakeeran,0,2016,11,0.48085106382978726,0.5802469135802469,1.23441387163771e-05
1717,Love Is a Story,0,2015,11,0.4553191489361702,0.5555555555555556,0.00015871035492484844
1718,Time Out,0,2015,11,0.41702127659574467,0.5555555555555556,0.00017369966622330635
1719,Jada,0,2016,3,0.06808510638297872,0.4691358024691358,6.701103874604713e-05
1720,Ozark,1,2017,7,0.2553191489361702,0.8641975308641975,0.122655770906893
1721,Derry Girls,1,2018,7,0.10638297872340426,0.851851851851852,0.012658473391547704
1722,The Sinner,1,2017,7,0.19148936170212766,0.7901234567901235,0.05160290845542642
1723,Blade Runner 2049,0,2017,4,0.6978723404255319,0.8024691358024691,0.23800337083159379
1724,Dark,1,2017,7,0.23829787234042554,0.8888888888888885,0.15625827994125954
1725,Sorry to Bother You,0,2018,4,0.4723404255319149,0.6666666666666667,0.033350335914874824
1726,Dunkirk,0,2017,3,0.4553191489361702,0.7777777777777778,0.2731757897934252
1727,Wind River,0,2017,4,0.451063829787234,0.7654320987654322,0.10598457070832872
1728,Molly's Game,0,2017,4,0.5957446808510638,0.7283950617283951,0.07310022602999713
1729,Riverdale,1,2017,5,0.17872340425531916,0.6419753086419754,0.061345519937327044
1730,Legacies,1,2018,5,0.17872340425531916,0.7160493827160493,0.012728570464972846
1731,Mindhunter,1,2017,7,0.225531914893617,0.8765432098765432,0.11525193284964882
1732,Den of Thieves,0,2018,4,0.5957446808510638,0.6790123456790124,0.04747908439996244
1733,All American,1,2018,5,0.17872340425531916,0.7530864197530864,0.004275921478933626
1734,Phantom Thread,0,2017,4,0.5531914893617021,0.7283950617283951,0.05669266136544691
1735,Manifest,1,2018,5,0.17872340425531916,0.691358024691358,0.02210482554425528
1736,Elite,1,2018,7,0.2042553191489362,0.7283950617283951,0.03220806222151292
1737,Cobra Kai,1,2018,5,0.13191489361702127,0.8765432098765432,0.07223657718194774
1738,You,1,2018,7,0.2,0.7654320987654322,0.09961014564761099
1739,Lost in Space,1,2018,8,0.20851063829787234,0.7160493827160493,0.04270322530301554
1740,Money Heist,1,2017,7,0.2127659574468085,0.8395061728395062,0.19873710643689524
1741,Lady Bird,0,2017,4,0.4,0.7283950617283951,0.12218933880825276
1742,Good Girls,1,2018,5,0.17872340425531916,0.7654320987654322,0.02198226588128554
1743,The Ritual,0,2017,4,0.4,0.5925925925925926,0.040904507947200595
1744,Bodyguard,1,2018,7,0.2553191489361702,0.8148148148148148,0.05045269924431828
1745,Godless,1,2017,7,0.2765957446808511,0.7530864197530864,9.698966134296293e-06
1746,Altered Carbon,1,2018,7,0.22127659574468087,0.7901234567901235,0.07142539092344297
1747,Maniac,1,2018,7,0.16595744680851063,0.7654320987654322,0.03300822692759237
1748,Dirty John,1,2018,7,0.18723404255319148,0.7160493827160493,0.009175221963044294
1749,Darkest Hour,0,2017,3,0.5319148936170213,0.7283950617283951,0.08517587972929304
1750,Babylon Berlin,1,2017,7,0.20851063829787234,0.851851851851852,0.010250484617660142
1751,Charmed,1,2018,5,0.17872340425531916,0.37037037037037035,0.007091707692558645
1752,The Haunting of Hill House,1,2018,7,0.24680851063829787,0.8765432098765432,0.09999281394781867
1753,HAPPY!,1,2017,7,0.18297872340425533,0.8148148148148148,0.016639017265482305
1754,Workin' Moms,1,2017,7,0.09361702127659574,0.7777777777777778,0.006563114038239497
1755,The Nightingale,0,2018,4,0.5787234042553192,0.7160493827160493,0.012428343376906674
1756,Wild Wild Country,1,2018,7,0.2851063829787234,0.8148148148148148,0.012914173407815515
1757,Somebody Feed Phil,1,2018,5,0.22127659574468087,0.8271604938271603,0.0019464061583144609
1758,Big Mouth,1,2017,7,0.1148936170212766,0.7901234567901235,0.03291255985254045
1759,How It Ends,0,2018,11,0.48085106382978726,0.4320987654320988,0.022707924892969706
1760,Dynasty,1,2017,5,0.17872340425531916,0.7037037037037037,0.00931585697199159
1761,The Disaster Artist,0,2017,4,0.44255319148936173,0.7160493827160493,0.06595252885111778
1762,Imposters,1,2017,5,0.18297872340425533,0.7777777777777778,0.005833928129779222
1763,Anne with an E,1,2017,6,0.19574468085106383,0.8888888888888885,0.02248220349929881
1764,Ghostland,0,2018,4,0.3872340425531915,0.6049382716049383,0.01341940137099295
1765,Perfect Bid: The Contestant Who Knew Too Much,0,2017,11,0.30638297872340425,0.6296296296296295,0.0009571116126162388
1766,Manhunt,1,2017,5,0.18297872340425533,0.8148148148148148,0.025329290921811784
1767,The Ballad of Buster Scruggs,0,2018,4,0.5617021276595745,0.7160493827160493,0.06239212655563702
1768,Okja,0,2017,3,0.5191489361702127,0.7160493827160493,0.051272261882666315
1769,Santa Clarita Diet,1,2017,7,0.12340425531914893,0.7901234567901235,0.028418852497682168
1770,The Bad Batch,0,2017,4,0.5063829787234042,0.45679012345679015,0.013569735346074542
1771,The Bureau of Magical Things,1,2018,6,0.09787234042553192,0.6419753086419754,0.0008416057431987102
1772,One Day at a Time,1,2017,8,0.12340425531914893,0.8271604938271603,0.006905663887618962
1773,The End of the F***ing World,1,2017,7,0.08936170212765958,0.8148148148148148,0.07841305516110643
1774,Safe,1,2018,7,0.19148936170212766,0.7037037037037037,0.018435530310812187
1775,GLOW,1,2017,7,0.1446808510638298,0.8024691358024691,0.019726815392964635
1776,Trolls: The Beat Goes On!,1,2018,6,0.08936170212765958,0.5308641975308642,0.00034960364293168004
1777,Collateral,1,2018,7,0.24255319148936172,0.6419753086419754,0.007626473416235981
1778,Shot Caller,0,2017,4,0.5106382978723404,0.7160493827160493,0.03701301821686271
1779,Castlevania,1,2017,7,0.11063829787234043,0.8395061728395062,0.02694064188639601
1780,The Shack,0,2017,3,0.5617021276595745,0.5802469135802469,0.015606959096373777
1781,The Kominsky Method,1,2018,7,0.11063829787234043,0.8271604938271603,0.016852835382533838
